step,train_loss,train_acc,dev_loss,dev_acc
89,0.7707998752593994,0.46264285,[],[]
90,1.342940330505371,0.2610769,[],[]
91,1.254467248916626,0.28522778,[],[]
92,1.104665994644165,0.33132157,[],[]
93,0.706216037273407,0.4935081,[],[]
94,0.806812047958374,0.4462785,[],[]
95,0.9137288331985474,0.40102607,[],[]
96,0.7913032174110413,0.45325375,[],[]
97,0.7874964475631714,0.45498246,[],[]
98,0.8067396879196167,0.44631082,[],[]
99,1.1593608856201172,0.3136866,[],[]
100,0.6622254252433777,0.51570237,[],[]
101,1.2248928546905518,0.2937892,[],[]
102,1.416459083557129,0.24257143,[],[]
103,0.6963109970092773,0.4984206,[],[]
104,1.6164543628692627,0.1986016,[],[]
105,1.1845409870147705,0.30588654,[],[]
106,1.440432071685791,0.23682542,[],[]
107,0.7463752031326294,0.4740819,[],[]
108,0.656059205532074,0.51889217,[],[]
109,1.1517059803009033,0.31609705,[],[]
110,0.688247561454773,0.50245583,[],[]
111,1.2640682458877563,0.2825024,[],[]
112,1.3115649223327637,0.26939815,[],[]
113,0.818533182144165,0.44107816,[],[]
114,1.005318522453308,0.36592808,[],[]
115,0.6824223399162292,0.5053913,[],[]
116,0.7872655391693115,0.4550875,[],[]
117,1.1342098712921143,0.32167616,[],[]
118,0.8385255932807922,0.4323475,[],[]
119,1.3076069355010986,0.2704665,[],[]
120,1.4042882919311523,0.24554172,[],[]
121,1.280635118484497,0.2778608,[],[]
122,0.6990291476249695,0.49706763,[],[]
123,0.8486096858978271,0.4280096,[],[]
124,0.9065657258033752,0.403909,[],[]
125,0.6446712017059326,0.52483505,[],[]
126,0.9417116045951843,0.3899598,[],[]
127,1.2592310905456543,0.28387222,[],[]
128,0.8744826316833496,0.41707775,[],[]
129,1.0293740034103394,0.3572305,[],[]
130,0.8473156094551086,0.42856383,[],[]
131,0.9272846579551697,0.39562652,[],[]
132,0.6487272381782532,0.5227107,[],[]
133,1.2796024084091187,0.27814788,[],[]
134,1.2793314456939697,0.27822322,[],[]
135,1.2156221866607666,0.29652545,[],[]
136,0.79469895362854,0.4517172,[],[]
137,1.0468674898147583,0.35103565,[],[]
138,0.6175727248191833,0.53925174,[],[]
139,1.1272001266479492,0.32393903,[],[]
140,0.7266003489494324,0.4835501,[],[]
141,0.8899102807044983,0.41069257,[],[]
142,0.8772335052490234,0.415932,[],[]
143,0.7934509515762329,0.4522813,[],[]
144,0.8313642144203186,0.43545485,[],[]
145,1.4200880527496338,0.24169272,[],[]
146,0.8402162790298462,0.43161714,[],[]
147,1.1255587339401245,0.32447115,[],[]
148,1.0020147562026978,0.367139,[],[]
149,0.8364435434341431,0.4332486,[],[]
150,1.2512472867965698,0.28614765,[],[]
151,1.2040411233901978,0.2999795,[],[]
152,0.7056834697723389,0.493771,[],[]
153,1.3407740592956543,0.26164305,[],[]
154,1.2667661905288696,0.28174123,[],[]
155,1.0781488418579102,0.34022474,[],[]
156,1.1118146181106567,0.3289615,[],[]
157,0.9152423739433289,0.40041956,[],[]
158,0.8712186813354492,0.4184413,[],[]
159,0.8390609622001648,0.43211612,[],[]
160,0.7923361659049988,0.45278576,[],[]
161,0.6778064966201782,0.5077295,[],[]
162,0.684249758720398,0.50446856,[],[]
163,1.045939326286316,0.35136163,[],[]
164,0.5830557942390442,0.55819005,[],[]
165,0.4987664818763733,0.6072793,[],[]
166,1.1340950727462769,0.32171312,[],[]
167,1.2871434688568115,0.27605823,[],[]
168,1.1832270622253418,0.30628872,[],[]
169,1.277429223060608,0.27875298,[],[]
170,1.3863264322280884,0.24999198,[],[]
171,0.5996474027633667,0.54900515,[],[]
172,0.8324017524719238,0.43500325,[],[]
173,0.44499140977859497,0.6408298,[],[]
174,1.528252363204956,0.21691443,[],[]
175,0.5244299173355103,0.59189266,[],[]
176,0.6303877234458923,0.53238535,[],[]
177,0.5459194779396057,0.57930887,[],[]
178,1.4826369285583496,0.22703822,[],[]
179,1.3956695795059204,0.24766715,[],[]
180,1.3184075355529785,0.26756105,[],[]
181,0.8737226128578186,0.41739485,[],[]
182,0.6396492719650269,0.5274774,[],[]
183,0.586759626865387,0.5561264,[],[]
184,0.6852406859397888,0.5039689,[],[]
185,1.1742992401123047,0.30903548,[],[]
186,1.5520648956298828,0.21181016,[],[]
187,1.2953691482543945,0.27379677,[],[]
188,1.173079490661621,0.30941263,[],[]
189,1.2271358966827393,0.29313096,[],[]
190,0.9691305756568909,0.37941277,[],[]
191,1.1097276210784912,0.32964876,[],[]
192,0.6266099810600281,0.53440034,[],[]
193,0.7777053117752075,0.45945913,[],[]
194,1.2127699851989746,0.2973724,[],[]
195,1.3029836416244507,0.27171984,[],[]
196,1.1178449392318726,0.32698366,[],[]
197,0.8413622379302979,0.43112284,[],[]
198,0.926270067691803,0.3960281,[],[]
199,0.9332481622695923,0.39327422,[],[]
200,1.362259030342102,0.2560816,[],[]
201,0.8653599619865417,0.42090002,[],[]
202,0.9678394794464111,0.37990293,[],[]
203,0.914911150932312,0.40055218,[],[]
204,0.8408856987953186,0.43132833,[],[]
205,0.8476474285125732,0.42842165,[],[]
206,0.8039883375167847,0.44754046,[],[]
207,0.913407027721405,0.40115514,[],[]
208,1.1047589778900146,0.33129072,[],[]
209,1.2796237468719482,0.27814192,[],[]
210,0.9005738496780396,0.40633643,[],[]
211,0.8074302673339844,0.4460027,[],[]
212,0.824861466884613,0.4382957,[],[]
213,1.0575706958770752,0.34729847,[],[]
214,0.9315817356109619,0.3939301,[],[]
215,1.19451105594635,0.302852,[],[]
216,0.9955570101737976,0.36951756,[],[]
217,1.1056602001190186,0.3309923,[],[]
218,0.9156182408332825,0.4002691,[],[]
219,1.1105802059173584,0.3293678,[],[]
220,0.9166785478591919,0.3998449,[],[]
221,0.7488921284675598,0.47289017,[],[]
222,1.0695185661315918,0.34317365,[],[]
223,0.7602008581161499,0.4675725,[],[]
224,0.8456782102584839,0.42926612,[],[]
225,1.0166462659835815,0.3618063,[],[]
226,1.0519152879714966,0.34926817,[],[]
227,1.0908682346343994,0.33592474,[],[]
228,0.8108735084533691,0.44446963,[],[]
229,1.0254589319229126,0.35863182,[],[]
230,1.2666370868682861,0.28177762,[],[]
231,0.925613284111023,0.3962883,[],[]
232,1.1384801864624023,0.32030547,[],[]
233,0.9981582164764404,0.36855763,[],[]
234,1.2751160860061646,0.27939853,[],[]
235,1.031848430633545,0.35634762,[],[]
236,1.0293285846710205,0.3572468,[],[]
237,0.9403044581413269,0.39050892,[],[]
238,1.2954614162445068,0.27377152,[],[]
239,0.869404137134552,0.41920125,[],[]
240,0.9131271839141846,0.40126744,[],[]
241,0.8747064471244812,0.4169844,[],[]
242,0.7611393928527832,0.46713388,[],[]
243,0.8811182379722595,0.41431937,[],[]
244,0.7302928566932678,0.4817679,[],[]
245,0.9738803505897522,0.37761492,[],[]
246,0.8983030915260315,0.40726015,[],[]
247,0.9691518545150757,0.3794047,[],[]
248,1.0742018222808838,0.3415703,[],[]
249,0.9405385851860046,0.3904175,[],[]
250,0.7982780933380127,0.4501033,[],[]
251,0.9053910374641418,0.40438372,[],[]
252,1.0139915943145752,0.36276805,[],[]
253,0.952512264251709,0.38577065,[],[]
254,0.806577742099762,0.4463831,[],[]
255,0.6866441965103149,0.5032621,[],[]
256,0.8178447484970093,0.4413819,[],[]
257,0.7792118191719055,0.45876747,[],[]
258,0.8108070492744446,0.44449916,[],[]
259,1.2993168830871582,0.272718,[],[]
260,0.8969523310661316,0.40781066,[],[]
261,0.6957466006278992,0.49870196,[],[]
262,0.6877951622009277,0.50268316,[],[]
263,1.2650141716003418,0.28223526,[],[]
264,0.710905134677887,0.4911994,[],[]
265,0.7381893992424011,0.47797856,[],[]
266,0.680854082107544,0.50618446,[],[]
267,0.9866790175437927,0.37281275,[],[]
268,0.932132363319397,0.39371327,[],[]
269,0.9079489707946777,0.40335065,[],[]
270,0.8191224336624146,0.44081834,[],[]
271,0.7936234474182129,0.4522033,[],[]
272,0.8147056698799133,0.44276965,[],[]
273,0.9670403003692627,0.38020667,[],[]
274,0.7943597435951233,0.45187044,[],[]
275,0.7952908873558044,0.4514499,[],[]
276,1.062697410583496,0.34552255,[],[]
277,1.0364494323730469,0.35471186,[],[]
278,0.742224931716919,0.47605354,[],[]
279,1.0052430629730225,0.3659557,[],[]
280,0.7402371764183044,0.47700077,[],[]
281,0.9383946657180786,0.39125544,[],[]
282,0.7153962850570679,0.48899826,[],[]
283,0.9274399280548096,0.39556506,[],[]
284,0.8959833979606628,0.40820596,[],[]
285,0.7873650193214417,0.45504224,[],[]
286,0.8840683102607727,0.41309887,[],[]
287,0.5861681699752808,0.55645543,[],[]
288,0.7932878732681274,0.45235506,[],[]
289,0.7232444286346436,0.48517558,[],[]
290,1.0187134742736816,0.36105916,[],[]
291,0.5038506984710693,0.6041996,[],[]
292,1.0547242164611816,0.34828845,[],[]
293,0.9278119206428528,0.39541796,[],[]
294,0.6161502599716187,0.5400194,[],[]
295,0.5822800397872925,0.5586232,[],[]
296,0.7988887429237366,0.44982857,[],[]
297,0.7953612804412842,0.4514181,[],[]
298,0.8272120952606201,0.43726665,[],[]
299,0.3873477876186371,0.67885494,[],[]
300,0.937465250492096,0.39161924,[],[]
301,0.8746846914291382,0.4169935,[],[]
302,0.9009338021278381,0.4061902,[],[]
303,0.6697221994400024,0.5118508,[],[]
304,0.8921946287155151,0.4097555,[],[]
305,1.0029598474502563,0.36679214,[],[]
306,0.7373078465461731,0.4784001,[],[]
307,0.7624585032463074,0.46651807,[],[]
308,1.1298272609710693,0.32308906,[],[]
309,0.8847321271896362,0.41282475,[],[]
310,0.835963785648346,0.43345654,[],[]
311,0.7410466074943542,0.47661483,[],[]
312,0.8903754949569702,0.41050157,[],[]
313,1.1259593963623047,0.32434118,[],[]
314,0.7513811588287354,0.4717146,[],[]
315,0.8329026103019714,0.43478543,[],[]
316,0.6349987983703613,0.52993613,[],[]
317,0.748801589012146,0.47293296,[],[]
318,0.6985902190208435,0.49728587,[],[]
319,0.9337969422340393,0.39305845,[],[]
320,0.6535354256629944,0.5202034,[],[]
321,0.7152262926101685,0.4890814,[],[]
322,0.6334118843078613,0.53077775,[],[]
323,0.7980555295944214,0.4502035,[],[]
324,0.6210522055625916,0.5373787,[],[]
325,0.7129605412483215,0.4901908,[],[]
326,1.0732859373092651,0.34188327,[],[]
327,0.4170815646648407,0.6589672,[],[]
328,0.7706197500228882,0.4627262,[],[]
329,0.7807816863059998,0.4580478,[],[]
330,1.3262912034988403,0.26545995,[],[]
331,0.8137458562850952,0.4431948,[],[]
332,0.5325664281845093,0.5870963,[],[]
333,0.6361391544342041,0.52933216,[],[]
334,1.1077888011932373,0.33028847,[],[]
335,0.4650150537490845,0.62812567,[],[]
336,0.4479224979877472,0.6389542,[],[]
337,1.4174556732177734,0.24232979,[],[]
338,1.2039258480072021,0.30001408,[],[]
339,0.7396458387374878,0.4772829,[],[]
340,1.0173022747039795,0.36156905,[],[]
341,0.5156169533729553,0.5971321,[],[]
342,0.6598901748657227,0.5169081,[],[]
343,0.38008949160575867,0.6838002,[],[]
344,0.8740167617797852,0.4172721,[],[]
345,0.5542900562286377,0.57447994,[],[]
346,0.8976880311965942,0.4075107,[],[]
347,1.2220046520233154,0.2946389,[],[]
348,0.7213036417961121,0.48611814,[],[]
349,0.403195321559906,0.6681816,[],[]
350,0.846000611782074,0.42912772,[],[]
351,0.40447932481765747,0.6673242,[],[]
352,0.7829806804656982,0.45704168,[],[]
353,1.068709135055542,0.3434516,[],[]
354,0.9384693503379822,0.3912262,[],[]
355,0.678205668926239,0.5075269,[],[]
356,0.5928876399993896,0.5527289,[],[]
357,0.8194878101348877,0.44065732,[],[]
358,0.554473876953125,0.5743744,[],[]
359,0.2633342146873474,0.768485,[],[]
360,0.7917677760124207,0.45304322,[],[]
361,0.8682173490524292,0.4196991,[],[]
362,1.0928096771240234,0.33527318,[],[]
363,0.9019867181777954,0.40576273,[],[]
364,0.2788764536380768,0.75663334,[],[]
365,1.3141281604766846,0.2687085,[],[]
366,0.40654805302619934,0.6659451,[],[]
367,2.0493011474609375,0.1288249,[],[]
368,0.8466131687164307,0.42886496,[],[]
369,0.44710448384284973,0.6394771,[],[]
370,0.5609100461006165,0.5706895,[],[]
371,1.2115652561187744,0.29773086,[],[]
372,0.5565659403800964,0.573174,[],[]
373,1.2046619653701782,0.29979333,[],[]
374,1.0626879930496216,0.34552577,[],[]
375,0.9253722429275513,0.39638385,[],[]
376,0.6331632137298584,0.5309098,[],[]
377,0.5587202906608582,0.5719405,[],[]
378,0.6954509615898132,0.49884942,[],[]
379,0.9660030603408813,0.38060123,[],[]
380,0.7782655954360962,0.45920178,[],[]
381,0.9604915380477905,0.3827047,[],[]
382,0.7512891888618469,0.47175798,[],[]
383,0.9124181270599365,0.40155202,[],[]
384,1.2929655313491821,0.27445567,[],[]
385,0.6744455695152283,0.50943875,[],[]
386,0.9742034077644348,0.37749293,[],[]
387,0.9138678312301636,0.40097034,[],[]
388,0.9382454752922058,0.3913138,[],[]
389,1.0097413063049316,0.36431324,[],[]
390,0.6634774208068848,0.51505715,[],[]
391,0.673289954662323,0.5100278,[],[]
392,0.7777020335197449,0.45946065,[],[]
393,0.9834316372871399,0.37402537,[],[]
394,0.6630450487136841,0.5152799,[],[]
395,0.9222611784934998,0.39761892,[],[]
396,0.9124563932418823,0.40153667,[],[]
397,0.3977406322956085,0.67183626,[],[]
398,0.7432386875152588,0.4755712,[],[]
399,0.6990236043930054,0.4970704,[],[]
400,0.7249680161476135,0.48434004,[],[]
401,0.7970125079154968,0.45067334,[],[]
402,0.6848104596138,0.5041858,[],[]
403,0.8467029929161072,0.42882645,[],[]
404,1.3388053178787231,0.2621587,[],[]
405,0.8335452675819397,0.43450612,[],[]
406,0.585584282875061,0.55678046,[],[]
407,0.5460759401321411,0.5792182,[],[]
408,0.2839308977127075,0.75281864,[],[]
409,0.9339335560798645,0.39300475,[],[]
410,0.43783658742904663,0.6454313,[],[]
411,0.8440271615982056,0.42997545,[],[]
412,0.7399529218673706,0.47713637,[],[]
413,1.0278195142745972,0.35778627,[],[]
414,0.6609770655632019,0.5163466,[],[]
415,0.4376734495162964,0.64553654,[],[]
416,0.3833703100681305,0.68156046,[],[]
417,0.6308354735374451,0.532147,[],[]
418,1.0701746940612793,0.34294862,[],[]
419,0.2695869207382202,0.7636949,[],[]
420,1.2417875528335571,0.28886738,[],[]
421,0.5777802467346191,0.56114256,[],[]
422,0.633227527141571,0.5308756,[],[]
423,0.6429260969161987,0.52575177,[],[]
424,1.6195940971374512,0.19797903,[],[]
425,0.26631808280944824,0.76619536,[],[]
426,1.3673734664916992,0.2547753,[],[]
427,0.7747013568878174,0.4608414,[],[]
428,0.6619078516960144,0.5158662,[],[]
429,0.6256929636001587,0.53489065,[],[]
430,0.6217808723449707,0.5369873,[],[]
431,0.7200533151626587,0.48672628,[],[]
432,0.5301175117492676,0.5885358,[],[]
433,0.33186936378479004,0.71758103,[],[]
434,0.9392737150192261,0.39091167,[],[]
435,1.237084150314331,0.29022923,[],[]
436,0.5720838904380798,0.56434816,[],[]
437,2.7103922367095947,0.06651071,[],[]
438,0.3614436388015747,0.6966699,[],[]
439,0.5257453322410583,0.59111464,[],[]
440,0.6270952224731445,0.5341411,[],[]
441,0.9049334526062012,0.40456882,[],[]
442,0.5349467992782593,0.58570045,[],[]
443,0.8524885177612305,0.42635262,[],[]
444,0.5851172804832458,0.5570405,[],[]
445,0.9098681807518005,0.40257725,[],[]
446,0.6734122037887573,0.5099655,[],[]
447,0.6584103107452393,0.5176736,[],[]
448,0.8469576239585876,0.4287173,[],[]
449,0.5246317982673645,0.5917732,[],[]
450,0.7591662406921387,0.4680565,[],[]
451,0.7856625914573669,0.45581758,[],[]
452,0.6984580159187317,0.49735162,[],[]
453,0.8234968781471252,0.4388942,[],[]
454,0.552804708480835,0.5753339,[],[]
455,0.8806283473968506,0.41452238,[],[]
456,0.5370593070983887,0.5844645,[],[]
457,0.5649315714836121,0.568399,[],[]
458,1.328198790550232,0.2649541,[],[]
459,0.7601134181022644,0.46761337,[],[]
460,0.5375112891197205,0.5842003,[],[]
461,0.5402378439903259,0.58260965,[],[]
462,0.7952600121498108,0.45146385,[],[]
463,0.5916798710823059,0.5533969,[],[]
464,1.319980502128601,0.2671405,[],[]
465,1.076162338256836,0.3409013,[],[]
466,0.26687154173851013,0.76577145,[],[]
467,1.2426831722259521,0.2886088,[],[]
468,1.2994561195373535,0.27268007,[],[]
469,0.8692353963851929,0.419272,[],[]
470,0.489987313747406,0.6126342,[],[]
471,1.0010021924972534,0.36751094,[],[]
472,0.9640622138977051,0.38134065,[],[]
473,0.65938800573349,0.51716775,[],[]
474,0.7520724534988403,0.4713886,[],[]
475,0.6984505653381348,0.49735534,[],[]
476,0.7209505438804626,0.4862898,[],[]
477,1.1493592262268066,0.31683972,[],[]
478,1.2242377996444702,0.29398167,[],[]
479,0.6707803010940552,0.51130944,[],[]
480,0.30655190348625183,0.73598033,[],[]
481,0.9113410115242004,0.40198478,[],[]
482,0.6752030849456787,0.50905305,[],[]
483,1.1686369180679321,0.31079027,[],[]
484,0.6400008201599121,0.52729195,[],[]
485,0.6339011788368225,0.5305181,[],[]
486,1.2669110298156738,0.28170046,[],[]
487,0.7988650798797607,0.4498392,[],[]
488,0.8981175422668457,0.40733573,[],[]
489,0.5367333889007568,0.584655,[],[]
490,1.0259872674942017,0.35844246,[],[]
491,0.6890342831611633,0.50206065,[],[]
492,0.9219681024551392,0.39773548,[],[]
493,0.8787630796432495,0.4152963,[],[]
494,0.5346512794494629,0.58587354,[],[]
495,0.5886576175689697,0.5550719,[],[]
496,0.6483067870140076,0.52293044,[],[]
497,0.5466806888580322,0.57886803,[],[]
498,0.4216442108154297,0.6559674,[],[]
499,1.0646299123764038,0.3448555,[],[]
500,0.627384603023529,0.53398657,[],[]
501,0.5885819792747498,0.5551139,[],[]
502,0.6380053758621216,0.5283452,[],[]
503,0.6328396797180176,0.53108156,[],[]
504,0.7505409121513367,0.4721111,[],[]
505,0.6606852412223816,0.51649725,[],[]
506,0.7460482716560364,0.4742369,[],[]
507,1.1768920421600342,0.30823523,[],[]
508,0.3470030426979065,0.7068032,[],[]
509,0.8662363290786743,0.4205313,[],[]
510,0.7186727523803711,0.48739874,[],[]
511,0.6882780194282532,0.5024405,[],[]
512,0.7812058925628662,0.45785356,[],[]
513,0.5430431962013245,0.58097756,[],[]
514,1.6427209377288818,0.19345295,[],[]
515,0.9419485330581665,0.38986742,[],[]
516,1.1143473386764526,0.32812938,[],[]
517,0.5616129040718079,0.5702885,[],[]
518,0.49097368121147156,0.61203015,[],[]
519,0.9589636921882629,0.3832899,[],[]
520,0.5939821600914001,0.55212426,[],[]
521,0.4773324429988861,0.62043625,[],[]
522,2.043938398361206,0.12951761,[],[]
523,0.6777409315109253,0.5077628,[],[]
524,1.1715422868728638,0.30988863,[],[]
525,0.6372203230857849,0.52876014,[],[]
526,0.7432848215103149,0.47554925,[],[]
527,0.6303706765174866,0.5323944,[],[]
528,0.9693564772605896,0.37932706,[],[]
529,0.6765986680984497,0.5083431,[],[]
530,0.9725521802902222,0.37811676,[],[]
531,0.8030545711517334,0.44795856,[],[]
532,0.4984274208545685,0.60748523,[],[]
533,0.7817382216453552,0.4576099,[],[]
534,0.8445277810096741,0.42976025,[],[]
535,0.6356694102287292,0.5295809,[],[]
536,0.6067313551902771,0.54512984,[],[]
537,0.8296022415161133,0.43622276,[],[]
538,0.9756894111633301,0.37693238,[],[]
539,0.7664791345596313,0.46464613,[],[]
540,0.8198875784873962,0.4404812,[],[]
541,0.5910322666168213,0.55375534,[],[]
542,0.626251220703125,0.53459215,[],[]
543,1.0204004049301147,0.3604506,[],[]
544,0.7198858857154846,0.48680782,[],[]
545,1.044065237045288,0.3520207,[],[]
546,0.3100898861885071,0.73338103,[],[]
547,0.5476077795028687,0.57833165,[],[]
548,0.6716960668563843,0.5108414,[],[]
549,0.41608694195747375,0.6596229,[],[]
550,0.6852406859397888,0.5039689,[],[]
551,1.3130712509155273,0.26899263,[],[]
552,0.4959258735179901,0.60900676,[],[]
553,0.5362400412559509,0.5849435,[],[]
554,1.1680221557617188,0.31098142,[],[]
555,0.5935395359992981,0.5523687,[],[]
556,0.7155706882476807,0.488913,[],[]
557,0.6463905572891235,0.5239335,[],[]
558,0.8403318524360657,0.43156728,[],[]
559,0.6941044330596924,0.49952158,[],[]
560,0.9616314172744751,0.38226873,[],[]
561,0.6171391010284424,0.53948563,[],[]
562,0.26326972246170044,0.7685346,[],[]
563,0.45247596502304077,0.63605136,[],[]
564,1.0255341529846191,0.35860488,[],[]
565,0.4992496073246002,0.606986,[],[]
566,0.612395167350769,0.542051,[],[]
567,0.41312509775161743,0.6615795,[],[]
568,1.077277660369873,0.3405213,[],[]
569,0.678909182548523,0.5071699,[],[]
570,1.191752552986145,0.3036886,[],[]
571,0.8742853403091431,0.41716003,[],[]
572,0.4795354902744293,0.6190709,[],[]
573,0.8128668665885925,0.44358456,[],[]
574,0.9152748584747314,0.40040657,[],[]
575,0.7396842837333679,0.47726458,[],[]
576,0.7380601167678833,0.47804034,[],[]
577,0.5479230880737305,0.5781493,[],[]
578,0.36776643991470337,0.69227886,[],[]
579,0.8368545770645142,0.43307057,[],[]
580,0.6853067278862,0.50393564,[],[]
581,0.6959651112556458,0.498593,[],[]
582,0.3308659493923187,0.7183014,[],[]
583,0.4112100303173065,0.6628477,[],[]
584,0.7947253584861755,0.45170528,[],[]
585,0.620261549949646,0.53780377,[],[]
586,0.341218501329422,0.7109036,[],[]
587,0.983513593673706,0.37399474,[],[]
588,0.5769748091697693,0.5615947,[],[]
589,0.4633457362651825,0.62917507,[],[]
590,0.7346652746200562,0.479666,[],[]
591,1.1709845066070557,0.3100615,[],[]
592,0.8013381958007812,0.44872808,[],[]
593,0.31395024061203003,0.73055536,[],[]
594,0.9162682294845581,0.400009,[],[]
595,0.6457432508468628,0.52427274,[],[]
596,0.6075523495674133,0.54468244,[],[]
597,0.7151457071304321,0.4891208,[],[]
598,0.3330913484096527,0.7167047,[],[]
599,0.6137252449989319,0.5413305,[],[]
600,0.47109538316726685,0.624318,[],[]
601,1.24347984790802,0.28837895,[],[]
602,1.238297700881958,0.28987724,[],[]
603,0.5510751605033875,0.5763298,[],[]
604,0.5837951898574829,0.55777746,[],[]
605,0.6475887894630432,0.5233061,[],[]
606,0.8553618788719177,0.4251293,[],[]
607,0.46934300661087036,0.625413,[],[]
608,0.5163381099700928,0.5967016,[],[]
609,0.5518333911895752,0.57589304,[],[]
610,0.42035162448883057,0.6568158,[],[]
611,0.41602829098701477,0.6596616,[],[]
612,0.4533272981643677,0.6355101,[],[]
613,0.46788686513900757,0.62632436,[],[]
614,0.28282779455184937,0.7536496,[],[]
615,0.3673721253871918,0.69255185,[],[]
616,0.7434942126274109,0.4754497,[],[]
617,1.2379004955291748,0.2899924,[],[]
618,0.31879040598869324,0.7270279,[],[]
619,0.5643081665039062,0.5687535,[],[]
620,1.3226122856140137,0.2664384,[],[]
621,0.6826531887054443,0.5052746,[],[]
622,0.26675504446029663,0.7658607,[],[]
623,0.7757749557495117,0.4603469,[],[]
624,0.6548766493797302,0.51950616,[],[]
625,0.45586541295051575,0.63389915,[],[]
626,0.4291020929813385,0.6510935,[],[]
627,0.7899056077003479,0.45388764,[],[]
628,0.785393476486206,0.45594028,[],[]
629,1.1036173105239868,0.33166918,[],[]
630,0.7591808438301086,0.46804968,[],[]
631,0.31833356618881226,0.7273601,[],[]
632,0.5556468367576599,0.573701,[],[]
633,0.48228904604911804,0.6173686,[],[]
634,1.0144141912460327,0.3626148,[],[]
635,0.3085635006427765,0.7345013,[],[]
636,0.8361504077911377,0.43337566,[],[]
637,0.6630628705024719,0.5152707,[],[]
638,0.34196075797080994,0.7103761,[],[]
